id,period,subregion,LANDSAT_LC08_C02_T1_L2,LANDSAT_LC08_C01_T1_SR,LANDSAT_LE07_C02_T1_L2,LANDSAT_LE07_C01_T1_SR,LANDSAT_LT05_C02_T1_L2,LANDSAT_LT05_C01_T1_SR,harmonization,duration_total
15,2004,Kerewan,0,0,35,35,0,0,0,0:00:00.000217
