id,period,subregion,LANDSAT_LC08_C02_T1_L2,LANDSAT_LC08_C01_T1_SR,LANDSAT_LE07_C02_T1_L2,LANDSAT_LE07_C01_T1_SR,LANDSAT_LT05_C02_T1_L2,LANDSAT_LT05_C01_T1_SR,harmonization,duration_total
0,2015,0,44,44,35,33,0,0,44,0:00:00.000259
